Country,Year,num_sequences,variant_dominant,num_sequences_per_1M,num_sequences_cumulative,num_sequences_cumulative_per_1M
Bahrain,727,182,Omicron (BA.1),123.62,4205,2856.21
Bahrain,741,99,Omicron (BA.2),67.24,4304,2923.45
Bahrain,755,355,Omicron (BA.2),241.13,4659,3164.58
Bahrain,769,1627,Omicron (BA.2),1105.12,6286,4269.7
Bahrain,783,426,Omicron (BA.2),289.36,6712,4559.06
Bahrain,797,358,Omicron (BA.2),243.17,7070,4802.23
Bahrain,811,252,Omicron (BA.2),171.17,7322,4973.4
Bahrain,825,269,Omicron (BA.2),182.72,7591,5156.12
Bahrain,839,290,Omicron (BA.2),196.98,7881,5353.1
Bahrain,853,421,Omicron (BA.2),285.96,8302,5639.06
Bahrain,867,101,Omicron (BA.5),68.6,8403,5707.66
Bahrain,881,42,Omicron (BA.5),28.53,8445,5736.19
Bahrain,895,65,Omicron (BA.5),44.15,8510,5780.34
Bahrain,909,270,Omicron (BA.5),183.39,8780,5963.73
Bahrain,923,148,Omicron (BA.5),100.53,8928,6064.26
Bahrain,937,141,Omicron (BA.5),95.77,9069,6160.03
Bahrain,951,87,Omicron (BA.5),59.09,9156,6219.12
Bahrain,1035,4,,2.72,9160,6221.84
Bahrain,1049,83,Omicron (XBB),56.38,9243,6278.22
Bahrain,1063,76,Omicron (XBB),51.62,9319,6329.84
Bahrain,1077,56,Omicron (XBB),38.04,9375,6367.88
Bahrain,1091,127,Omicron (XBB.1.9),86.26,9502,6454.14
Bahrain,1105,179,Omicron (XBB.1.9),121.58,9681,6575.72
Bahrain,1119,153,Omicron (XBB.1.9),103.92,9834,6679.64
Bahrain,1175,85,Omicron (XBB.1.9),57.74,9919,6737.38
Bangladesh,111,127,Others,0.74,127,0.74
Bangladesh,125,157,Others,0.92,284,1.66
Bangladesh,139,104,Others,0.61,388,2.27
Bangladesh,153,102,Others,0.6,490,2.87
Bangladesh,167,155,Others,0.91,645,3.78
Bangladesh,181,180,Others,1.05,825,4.83
Bangladesh,195,86,Others,0.5,911,5.33
Bangladesh,209,54,Others,0.32,965,5.65
Bangladesh,223,26,,0.15,991,5.8
Bangladesh,237,93,Others,0.54,1084,6.34
Bangladesh,251,14,,0.08,1098,6.42
Bangladesh,265,23,,0.13,1121,6.55
Bangladesh,279,15,,0.09,1136,6.64
Bangladesh,293,18,,0.11,1154,6.75
Bangladesh,307,26,,0.15,1180,6.9
Bangladesh,321,48,Others,0.28,1228,7.18
Bangladesh,335,22,,0.13,1250,7.31
Bangladesh,349,43,Others,0.25,1293,7.56
Bangladesh,363,23,,0.13,1316,7.69
Bangladesh,377,58,Others,0.34,1374,8.03
Bangladesh,391,19,,0.11,1393,8.14
Bangladesh,405,22,,0.13,1415,8.27
Bangladesh,419,88,Beta,0.51,1503,8.78
Bangladesh,433,105,Beta,0.61,1608,9.39
Bangladesh,447,132,Beta,0.77,1740,10.16
Bangladesh,461,95,Beta,0.55,1835,10.71
Bangladesh,475,38,Beta,0.22,1873,10.93
Bangladesh,489,75,Beta,0.44,1948,11.37
Bangladesh,503,77,Delta,0.45,2025,11.82
Bangladesh,517,75,Delta,0.44,2100,12.26
Bangladesh,531,234,Delta,1.37,2334,13.63
Bangladesh,545,393,Delta,2.3,2727,15.93
Bangladesh,559,229,Delta,1.34,2956,17.27
Bangladesh,573,337,Delta,1.97,3293,19.24
Bangladesh,587,205,Delta,1.2,3498,20.44
Bangladesh,601,154,Delta,0.9,3652,21.34
Bangladesh,615,146,Delta,0.85,3798,22.19
Bangladesh,629,140,Delta,0.82,3938,23.01
Bangladesh,643,126,Delta,0.74,4064,23.75
Bangladesh,657,97,Delta,0.57,4161,24.32
Bangladesh,671,126,Delta,0.74,4287,25.06
Bangladesh,685,140,Delta,0.82,4427,25.88
Bangladesh,699,119,Delta,0.7,4546,26.58
Bangladesh,713,144,Delta,0.84,4690,27.42
Bangladesh,727,373,Omicron (BA.1),2.18,5063,29.6
Bangladesh,741,331,Omicron (BA.2),1.93,5394,31.53
Bangladesh,755,190,Omicron (BA.2),1.11,5584,32.64
Bangladesh,769,114,Omicron (BA.2),0.67,5698,33.31
Bangladesh,783,53,Omicron (BA.2),0.31,5751,33.62
Bangladesh,797,19,,0.11,5770,33.73
Bangladesh,811,7,,0.04,5777,33.77
Bangladesh,825,6,,0.04,5783,33.81
Bangladesh,839,6,,0.04,5789,33.85
Bangladesh,853,4,,0.02,5793,33.87
Bangladesh,867,11,,0.06,5804,33.93
Bangladesh,881,99,Omicron (BA.5),0.58,5903,34.51
Bangladesh,895,151,Omicron (BA.5),0.88,6054,35.39
Bangladesh,909,38,Omicron (BA.5),0.22,6092,35.61
Bangladesh,923,23,,0.13,6115,35.74
Bangladesh,937,7,,0.04,6122,35.78
Bangladesh,951,8,,0.05,6130,35.83
Bangladesh,965,25,,0.15,6155,35.98
Bangladesh,979,99,Omicron (XBB),0.58,6254,36.56
Bangladesh,993,79,Omicron (XBB),0.46,6333,37.02
Bangladesh,1007,41,Omicron (XBB),0.24,6374,37.26
Bangladesh,1021,5,,0.03,6379,37.29
Bangladesh,1035,1,,0.01,6380,37.3
Bangladesh,1077,1,,0.01,6381,37.31
Bangladesh,1091,2,,0.01,6383,37.32
Bangladesh,1119,2,,0.01,6385,37.33
Bangladesh,1161,1,,0.01,6386,37.34
Bangladesh,1175,1,,0.01,6387,37.35
Bangladesh,1189,6,,0.04,6393,37.39
Bangladesh,1203,17,,0.1,6410,37.49
Bangladesh,1217,9,,0.05,6419,37.54
Bangladesh,1231,14,,0.08,6433,37.62
Bangladesh,1245,41,Omicron (XBB.2.3),0.24,6474,37.86
Bangladesh,1259,21,,0.12,6495,37.98
Bangladesh,1273,33,Omicron (XBB.2.3),0.19,6528,38.17
Bangladesh,1287,25,,0.15,6553,38.32
Belarus,139,10,,1.05,10,1.05
Belarus,153,1,,0.1,11,1.15
Belarus,181,1,,0.1,12,1.25
Belarus,195,1,,0.1,13,1.35
Belarus,265,1,,0.1,14,1.45
Belarus,279,4,,0.42,18,1.87
Belarus,293,20,,2.1,38,3.97
Belarus,307,1,,0.1,39,4.07
Belarus,321,4,,0.42,43,4.49
Belarus,335,1,,0.1,44,4.59
Belarus,377,2,,0.21,46,4.8
Belarus,405,4,,0.42,50,5.22
Belarus,419,1,,0.1,51,5.32
Belarus,433,11,,1.15,62,6.47
Belarus,447,6,,0.63,68,7.1
Belarus,461,4,,0.42,72,7.52
Belarus,475,5,,0.52,77,8.04
Belarus,489,1,,0.1,78,8.14
Belarus,503,2,,0.21,80,8.35
Belarus,573,5,,0.52,85,8.87
Belarus,587,15,,1.57,100,10.44
Belarus,601,16,,1.68,116,12.12
Belarus,615,7,,0.73,123,12.85
Belarus,629,30,Delta,3.15,153,16.0
Belarus,643,4,,0.42,157,16.42
Belarus,657,15,,1.57,172,17.99
Belarus,685,2,,0.21,174,18.2
Belarus,699,2,,0.21,176,18.41
Belarus,713,5,,0.52,181,18.93
Belarus,727,6,,0.63,187,19.56
Belarus,741,10,,1.05,197,20.61
Belarus,755,10,,1.05,207,21.66
Belarus,769,2,,0.21,209,21.87
Belgium,111,134,Others,11.5,134,11.5
Belgium,125,67,Others,5.75,201,17.25
Belgium,139,15,,1.29,216,18.54
Belgium,153,38,Others,3.26,254,21.8
Belgium,167,39,Others,3.35,293,25.15
Belgium,181,39,Others,3.35,332,28.5
Belgium,195,146,Others,12.53,478,41.03
Belgium,209,128,Others,10.98,606,52.01
Belgium,223,54,Others,4.63,660,56.64
Belgium,237,87,Others,7.46,747,64.1
Belgium,251,246,Others,21.11,993,85.21
Belgium,265,130,Others,11.15,1123,96.36
Belgium,279,356,Others,30.54,1479,126.9
Belgium,293,216,Others,18.53,1695,145.43
Belgium,307,242,Others,20.76,1937,166.19
Belgium,321,149,Others,12.78,2086,178.97
Belgium,335,342,Others,29.34,2428,208.31
Belgium,349,234,Others,20.08,2662,228.39
Belgium,363,755,Others,64.77,3417,293.16
Belgium,377,1699,Others,145.76,5116,438.92
Belgium,391,1639,Others,140.62,6755,579.54
Belgium,405,2122,Alpha,182.05,8877,761.59
Belgium,419,2415,Alpha,207.19,11292,968.78
Belgium,433,3220,Alpha,276.25,14512,1245.03
Belgium,447,3005,Alpha,257.81,17517,1502.84
Belgium,461,3156,Alpha,270.76,20673,1773.6
Belgium,475,3192,Alpha,273.85,23865,2047.45
Belgium,489,3138,Alpha,269.22,27003,2316.67
Belgium,503,2358,Alpha,202.3,29361,2518.97
Belgium,517,1470,Alpha,126.12,30831,2645.09
Belgium,531,1402,Delta,120.28,32233,2765.37
Belgium,545,3545,Delta,304.14,35778,3069.51
Belgium,559,3574,Delta,306.63,39352,3376.14
Belgium,573,4559,Delta,391.13,43911,3767.27
Belgium,587,4419,Delta,379.12,48330,4146.39
Belgium,601,3857,Delta,330.9,52187,4477.29
Belgium,615,2886,Delta,247.6,55073,4724.89
Belgium,629,3060,Delta,262.53,58133,4987.42
Belgium,643,3856,Delta,330.82,61989,5318.24
Belgium,657,3187,Delta,273.42,65176,5591.66
Belgium,671,4205,Delta,360.76,69381,5952.42
Belgium,685,4581,Delta,393.02,73962,6345.44
Belgium,699,4942,Delta,423.99,78904,6769.43
Belgium,713,4562,Omicron (BA.1),391.39,83466,7160.82
Belgium,727,6706,Omicron (BA.1),575.33,90172,7736.15
Belgium,741,7731,Omicron (BA.1),663.27,97903,8399.42
Belgium,755,6644,Omicron (BA.1),570.01,104547,8969.43
Belgium,769,6651,Omicron (BA.1),570.61,111198,9540.04
Belgium,783,5350,Omicron (BA.2),458.99,116548,9999.03
Belgium,797,4946,Omicron (BA.2),424.33,121494,10423.36
Belgium,811,4232,Omicron (BA.2),363.08,125726,10786.44
Belgium,825,3626,Omicron (BA.2),311.09,129352,11097.53
Belgium,839,3031,Omicron (BA.2),260.04,132383,11357.57
Belgium,853,2353,Omicron (BA.2),201.87,134736,11559.44
Belgium,867,1703,Omicron (BA.2),146.11,136439,11705.55
Belgium,881,2888,Omicron (BA.5),247.77,139327,11953.32
Belgium,895,3913,Omicron (BA.5),335.71,143240,12289.03
Belgium,909,3737,Omicron (BA.5),320.61,146977,12609.64
Belgium,923,2838,Omicron (BA.5),243.48,149815,12853.12
Belgium,937,2091,Omicron (BA.5),179.39,151906,13032.51
Belgium,951,1636,Omicron (BA.5),140.36,153542,13172.87
Belgium,965,1623,Omicron (BA.5),139.24,155165,13312.11
Belgium,979,1787,Omicron (BA.5),153.31,156952,13465.42
Belgium,993,2347,Omicron (BA.5),201.36,159299,13666.78
Belgium,1007,1759,Omicron (BA.5),150.91,161058,13817.69
Belgium,1021,813,Omicron (BA.5),69.75,161871,13887.44
Belgium,1035,597,Omicron (BQ.1),51.22,162468,13938.66
Belgium,1049,757,Omicron (BQ.1),64.95,163225,14003.61
Belgium,1063,929,Omicron (BQ.1),79.7,164154,14083.31
Belgium,1077,734,Omicron (BQ.1),62.97,164888,14146.28
Belgium,1091,649,Omicron (BQ.1),55.68,165537,14201.96
Belgium,1105,443,Omicron (BQ.1),38.01,165980,14239.97
Belgium,1119,715,Omicron (BQ.1),61.34,166695,14301.31
Belgium,1133,887,Omicron (XBB.1.5),76.1,167582,14377.41
Belgium,1147,1005,Omicron (XBB.1.5),86.22,168587,14463.63
Belgium,1161,695,Omicron (XBB.1.5),59.63,169282,14523.26
Belgium,1175,612,Omicron (XBB.1.5),52.51,169894,14575.77
Belgium,1189,408,Omicron (XBB.1.5),35.0,170302,14610.77
Belgium,1203,278,Omicron (XBB.1.5),23.85,170580,14634.62
Belgium,1217,206,Omicron (XBB.1.9),17.67,170786,14652.29
Belgium,1231,119,Omicron (XBB.1.5),10.21,170905,14662.5
Belgium,1245,97,Omicron (XBB.1.5),8.32,171002,14670.82
Belgium,1259,37,Omicron (XBB.1.5),3.17,171039,14673.99
Belgium,1273,19,,1.63,171058,14675.62
Belgium,1287,40,Omicron (EG.5.1),3.43,171098,14679.05
Belgium,1301,161,Omicron (EG.5.1),13.81,171259,14692.86
Belgium,1315,262,Omicron (EG.5.1),22.48,171521,14715.34
Belgium,1329,188,Omicron (EG.5.1),16.13,171709,14731.47
Belgium,1343,61,Omicron (EG.5.1),5.23,171770,14736.7
Belize,209,3,,7.4,3,7.4
Belize,223,1,,2.47,4,9.87
Belize,251,2,,4.93,6,14.8
Belize,265,4,,9.87,10,24.67
Belize,279,6,,14.8,16,39.47
Belize,293,1,,2.47,17,41.94
Belize,335,7,,17.27,24,59.21
Belize,349,12,,29.61,36,88.82
Belize,363,7,,17.27,43,106.09
Belize,377,28,,69.09,71,175.18
Belize,391,12,,29.61,83,204.79
Belize,405,9,,22.21,92,227.0
Belize,419,2,,4.93,94,231.93
Belize,433,1,,2.47,95,234.4
Belize,447,3,,7.4,98,241.8
Belize,475,13,,32.08,111,273.88
Belize,489,2,,4.93,113,278.81
Belize,503,3,,7.4,116,286.21
Belize,517,9,,22.21,125,308.42
Belize,531,37,Alpha,91.29,162,399.71
Belize,545,12,,29.61,174,429.32
Belize,559,61,Delta,150.51,235,579.83
Belize,573,49,Delta,120.9,284,700.73
Belize,615,1,,2.47,285,703.2
Belize,629,38,Delta,93.76,323,796.96
Belize,643,37,Delta,91.29,360,888.25
Belize,657,18,,44.41,378,932.66
Belize,671,6,,14.8,384,947.46
Belize,685,31,Delta,76.49,415,1023.95
Belize,699,9,,22.21,424,1046.16
Belize,713,161,Omicron (BA.1),397.25,585,1443.41
Belize,727,63,Omicron (BA.1),155.45,648,1598.86
Belize,741,30,Omicron (BA.1),74.02,678,1672.88
Belize,755,21,,51.82,699,1724.7
Belize,769,44,Omicron (BA.1),108.57,743,1833.27
Belize,783,14,,34.54,757,1867.81
Belize,797,23,,56.75,780,1924.56
Belize,811,7,,17.27,787,1941.83
Belize,839,15,,37.01,802,1978.84
Belize,853,43,Omicron (BA.2.12.1),106.1,845,2084.94
Belize,867,28,,69.09,873,2154.03
Belize,881,16,,39.48,889,2193.51
Belize,895,23,,56.75,912,2250.26
Belize,909,41,Omicron (BA.2.12.1),101.16,953,2351.42
Belize,923,34,Omicron (BA.5),83.89,987,2435.31
Belize,937,19,,46.88,1006,2482.19
Belize,951,9,,22.21,1015,2504.4
Belize,965,6,,14.8,1021,2519.2
Belize,979,4,,9.87,1025,2529.07
Belize,993,1,,2.47,1026,2531.54
Belize,1007,2,,4.93,1028,2536.47
Belize,1021,3,,7.4,1031,2543.87
Belize,1035,3,,7.4,1034,2551.27
Belize,1049,24,,59.22,1058,2610.49
Belize,1063,16,,39.48,1074,2649.97
Belize,1077,15,,37.01,1089,2686.98
Belize,1091,15,,37.01,1104,2723.99
Belize,1105,7,,17.27,1111,2741.26
Belize,1119,3,,7.4,1114,2748.66
Belize,1147,2,,4.93,1116,2753.59
Belize,1189,2,,4.93,1118,2758.52
Belize,1203,4,,9.87,1122,2768.39
Belize,1217,2,,4.93,1124,2773.32
Benin,377,29,,2.17,29,2.17
Benin,391,77,Others,5.77,106,7.94
Benin,405,39,Others,2.92,145,10.86
Benin,419,80,Others,5.99,225,16.85
Benin,433,85,Others,6.37,310,23.22
Benin,447,70,Others,5.24,380,28.46
Benin,461,3,,0.22,383,28.68
Benin,475,13,,0.97,396,29.65
Benin,489,20,,1.5,416,31.15
Benin,503,21,,1.57,437,32.72
Benin,517,15,,1.12,452,33.84
Benin,531,19,,1.42,471,35.26
Benin,545,36,Delta,2.7,507,37.96
Benin,559,22,,1.65,529,39.61
Benin,573,62,Delta,4.64,591,44.25
Benin,587,54,Delta,4.04,645,48.29
Benin,601,1,,0.07,646,48.36
Benin,615,2,,0.15,648,48.51
Benin,629,1,,0.07,649,48.58
Benin,643,2,,0.15,651,48.73
Benin,657,1,,0.07,652,48.8
Benin,699,111,Omicron (BA.1),8.31,763,57.11
Benin,713,240,Omicron (BA.1),17.97,1003,75.08
Benin,727,78,Omicron (BA.1),5.84,1081,80.92
Benin,741,10,,0.75,1091,81.67
Benin,755,4,,0.3,1095,81.97
Bolivia,111,8,,0.65,8,0.65
Bolivia,125,15,,1.23,23,1.88
Bolivia,153,8,,0.65,31,2.53
Bolivia,167,4,,0.33,35,2.86
Bolivia,181,1,,0.08,36,2.94
Bolivia,195,3,,0.25,39,3.19
Bolivia,209,9,,0.74,48,3.93
Bolivia,223,3,,0.25,51,4.18
Bolivia,237,6,,0.49,57,4.67
Bolivia,265,2,,0.16,59,4.83
Bolivia,279,4,,0.33,63,5.16
Bolivia,307,7,,0.57,70,5.73
Bolivia,321,1,,0.08,71,5.81
Bolivia,335,6,,0.49,77,6.3
Bolivia,349,9,,0.74,86,7.04
Bolivia,363,9,,0.74,95,7.78
Bolivia,377,8,,0.65,103,8.43
Bolivia,391,9,,0.74,112,9.17
Bolivia,405,5,,0.41,117,9.58
Bolivia,433,11,,0.9,128,10.48
Bolivia,475,3,,0.25,131,10.73
Bolivia,489,9,,0.74,140,11.47
Bolivia,503,16,,1.31,156,12.78
Bolivia,517,13,,1.06,169,13.84
Bolivia,531,10,,0.82,179,14.66
Bolivia,545,6,,0.49,185,15.15
Bolivia,559,5,,0.41,190,15.56
Bolivia,573,9,,0.74,199,16.3
Bolivia,587,3,,0.25,202,16.55
Bolivia,601,3,,0.25,205,16.8
Bolivia,615,3,,0.25,208,17.05
Bolivia,629,5,,0.41,213,17.46
Bolivia,643,6,,0.49,219,17.95
Bolivia,657,17,,1.39,236,19.34
Bolivia,671,2,,0.16,238,19.5
Bolivia,685,1,,0.08,239,19.58
Bolivia,699,7,,0.57,246,20.15
Bolivia,713,43,Omicron (BA.1),3.52,289,23.67
Bolivia,727,16,,1.31,305,24.98
Bolivia,755,1,,0.08,306,25.06
Bolivia,769,1,,0.08,307,25.14
Bolivia,825,1,,0.08,308,25.22
Bolivia,853,2,,0.16,310,25.38
Bolivia,881,5,,0.41,315,25.79
Bolivia,895,17,,1.39,332,27.18
Bolivia,909,13,,1.06,345,28.24
Bolivia,923,19,,1.55,364,29.79
Bolivia,937,3,,0.25,367,30.04
Bolivia,1007,1,,0.08,368,30.12
Bolivia,1035,1,,0.08,369,30.2
Bolivia,1049,1,,0.08,370,30.28
Bolivia,1063,9,,0.74,379,31.02
Bolivia,1077,1,,0.08,380,31.1
Bolivia,1091,12,,0.98,392,32.08
Bolivia,1105,4,,0.33,396,32.41
Bolivia,1119,2,,0.16,398,32.57
Bolivia,1147,2,,0.16,400,32.73
Bolivia,1175,1,,0.08,401,32.81
Bolivia,1189,1,,0.08,402,32.89
Bolivia,1203,1,,0.08,403,32.97
Bolivia,1217,7,,0.57,410,33.54
Bolivia,1231,4,,0.33,414,33.87
Bolivia,1245,9,,0.74,423,34.61
Bolivia,1259,3,,0.25,426,34.86
Bosnia and Herzegovina,111,1,,0.31,1,0.31
Bosnia and Herzegovina,139,1,,0.31,2,0.62
Bosnia and Herzegovina,181,1,,0.31,3,0.93
Bosnia and Herzegovina,223,1,,0.31,4,1.24
Bosnia and Herzegovina,237,1,,0.31,5,1.55
Bosnia and Herzegovina,251,1,,0.31,6,1.86
Bosnia and Herzegovina,265,1,,0.31,7,2.17
Bosnia and Herzegovina,293,2,,0.62,9,2.79
Bosnia and Herzegovina,307,2,,0.62,11,3.41
Bosnia and Herzegovina,321,3,,0.93,14,4.34
Bosnia and Herzegovina,335,1,,0.31,15,4.65
Bosnia and Herzegovina,349,2,,0.62,17,5.27
Bosnia and Herzegovina,363,10,,3.09,27,8.36
Bosnia and Herzegovina,377,5,,1.55,32,9.91
Bosnia and Herzegovina,391,5,,1.55,37,11.46
Bosnia and Herzegovina,405,4,,1.24,41,12.7
Bosnia and Herzegovina,419,17,,5.26,58,17.96
Bosnia and Herzegovina,433,4,,1.24,62,19.2
Bosnia and Herzegovina,447,17,,5.26,79,24.46
Bosnia and Herzegovina,475,2,,0.62,81,25.08
Bosnia and Herzegovina,503,9,,2.78,90,27.86
Bosnia and Herzegovina,517,18,,5.57,108,33.43
Bosnia and Herzegovina,531,17,,5.26,125,38.69
Bosnia and Herzegovina,545,7,,2.16,132,40.85
Bosnia and Herzegovina,559,12,,3.71,144,44.56
Bosnia and Herzegovina,573,10,,3.09,154,47.65
Bosnia and Herzegovina,587,2,,0.62,156,48.27
Bosnia and Herzegovina,601,4,,1.24,160,49.51
Bosnia and Herzegovina,615,4,,1.24,164,50.75
Bosnia and Herzegovina,629,145,Delta,44.84,309,95.59
Bosnia and Herzegovina,643,112,Delta,34.64,421,130.23
Bosnia and Herzegovina,657,150,Delta,46.39,571,176.62
Bosnia and Herzegovina,671,123,Delta,38.04,694,214.66
Bosnia and Herzegovina,685,177,Delta,54.74,871,269.4
Bosnia and Herzegovina,699,182,Delta,56.29,1053,325.69
Bosnia and Herzegovina,713,144,Delta,44.53,1197,370.22
Bosnia and Herzegovina,727,66,Omicron (BA.1),20.41,1263,390.63
Bosnia and Herzegovina,741,18,,5.57,1281,396.2
Bosnia and Herzegovina,755,11,,3.4,1292,399.6
Bosnia and Herzegovina,769,10,,3.09,1302,402.69
Bosnia and Herzegovina,783,14,,4.33,1316,407.02
Bosnia and Herzegovina,797,6,,1.86,1322,408.88
Bosnia and Herzegovina,811,1,,0.31,1323,409.19
Bosnia and Herzegovina,839,1,,0.31,1324,409.5
Bosnia and Herzegovina,853,2,,0.62,1326,410.12
Bosnia and Herzegovina,867,8,,2.47,1334,412.59
Bosnia and Herzegovina,881,3,,0.93,1337,413.52
Bosnia and Herzegovina,895,7,,2.16,1344,415.68
Bosnia and Herzegovina,909,8,,2.47,1352,418.15
Bosnia and Herzegovina,923,4,,1.24,1356,419.39
Bosnia and Herzegovina,937,6,,1.86,1362,421.25
Bosnia and Herzegovina,951,2,,0.62,1364,421.87
Bosnia and Herzegovina,965,2,,0.62,1366,422.49
Bosnia and Herzegovina,993,3,,0.93,1369,423.42
Bosnia and Herzegovina,1007,1,,0.31,1370,423.73
Bosnia and Herzegovina,1021,8,,2.47,1378,426.2
Bosnia and Herzegovina,1035,5,,1.55,1383,427.75
Bosnia and Herzegovina,1049,8,,2.47,1391,430.22
Bosnia and Herzegovina,1063,14,,4.33,1405,434.55
Bosnia and Herzegovina,1077,23,,7.11,1428,441.66
Bosnia and Herzegovina,1091,14,,4.33,1442,445.99
Bosnia and Herzegovina,1105,14,,4.33,1456,450.32
Bosnia and Herzegovina,1119,2,,0.62,1458,450.94
Bosnia and Herzegovina,1133,11,,3.4,1469,454.34
Bosnia and Herzegovina,1147,2,,0.62,1471,454.96
Bosnia and Herzegovina,1161,2,,0.62,1473,455.58
Botswana,237,1,,0.38,1,0.38
Botswana,251,8,,3.04,9,3.42
Botswana,265,6,,2.28,15,5.7
Botswana,279,4,,1.52,19,7.22
Botswana,293,6,,2.28,25,9.5
Botswana,307,6,,2.28,31,11.78
Botswana,321,10,,3.8,41,15.58
Botswana,335,16,,6.08,57,21.66
Botswana,349,13,,4.94,70,26.6
Botswana,363,14,,5.32,84,31.92
Botswana,377,43,Beta,16.35,127,48.27
Botswana,391,8,,3.04,135,51.31
Botswana,405,3,,1.14,138,52.45
Botswana,419,27,,10.26,165,62.71
Botswana,433,26,,9.88,191,72.59
Botswana,447,1,,0.38,192,72.97
Botswana,475,3,,1.14,195,74.11
Botswana,489,46,Beta,17.49,241,91.6
Botswana,503,71,Beta,26.99,312,118.59
Botswana,517,106,Delta,40.3,418,158.89
Botswana,531,125,Delta,47.52,543,206.41
Botswana,545,28,,10.65,571,217.06
Botswana,559,64,Delta,24.33,635,241.39
Botswana,573,51,Delta,19.39,686,260.78
Botswana,587,172,Delta,65.39,858,326.17
Botswana,601,113,Delta,42.96,971,369.13
Botswana,615,70,Delta,26.61,1041,395.74
Botswana,629,65,Delta,24.71,1106,420.45
Botswana,643,96,Delta,36.5,1202,456.95
Botswana,657,64,Delta,24.33,1266,481.28
Botswana,671,101,Delta,38.4,1367,519.68
Botswana,685,74,Omicron (BA.1),28.13,1441,547.81
Botswana,699,447,Omicron (BA.1),169.94,1888,717.75
Botswana,713,411,Omicron (BA.1),156.26,2299,874.01
Botswana,727,189,Omicron (BA.1),71.85,2488,945.86
Botswana,741,69,Omicron (BA.1),26.23,2557,972.09
Botswana,755,49,Omicron (BA.2),18.63,2606,990.72
Botswana,769,30,Omicron (BA.2),11.41,2636,1002.13
Botswana,783,23,,8.74,2659,1010.87
Botswana,797,9,,3.42,2668,1014.29
Botswana,811,10,,3.8,2678,1018.09
Botswana,825,16,,6.08,2694,1024.17
Botswana,839,12,,4.56,2706,1028.73
Botswana,853,37,Omicron (BA.4),14.07,2743,1042.8
Botswana,867,63,Omicron (BA.4),23.95,2806,1066.75
Botswana,881,245,Omicron (BA.4),93.15,3051,1159.9
Botswana,895,134,Omicron (BA.4),50.94,3185,1210.84
Botswana,909,38,Omicron (BA.4),14.45,3223,1225.29
Botswana,937,4,,1.52,3227,1226.81
Botswana,951,1,,0.38,3228,1227.19
Botswana,979,2,,0.76,3230,1227.95
Botswana,1007,1,,0.38,3231,1228.33
Botswana,1021,7,,2.66,3238,1230.99
Botswana,1035,7,,2.66,3245,1233.65
Botswana,1049,9,,3.42,3254,1237.07
Botswana,1063,10,,3.8,3264,1240.87
Botswana,1077,11,,4.18,3275,1245.05
Botswana,1091,11,,4.18,3286,1249.23
Botswana,1105,7,,2.66,3293,1251.89
Botswana,1189,1,,0.38,3294,1252.27
Botswana,1203,1,,0.38,3295,1252.65
Botswana,1217,11,,4.18,3306,1256.83
Botswana,1245,4,,1.52,3310,1258.35
Botswana,1259,9,,3.42,3319,1261.77
Botswana,1301,2,,0.76,3321,1262.53
Botswana,1315,1,,0.38,3322,1262.91
Brazil,111,315,Others,1.46,315,1.46
Brazil,125,229,Others,1.06,544,2.52
Brazil,139,316,Others,1.47,860,3.99
Brazil,153,360,Others,1.67,1220,5.66
Brazil,167,490,Others,2.28,1710,7.94
Brazil,181,415,Others,1.93,2125,9.87
Brazil,195,372,Others,1.73,2497,11.6
Brazil,209,403,Others,1.87,2900,13.47
Brazil,223,330,Others,1.53,3230,15.0
Brazil,237,410,Others,1.9,3640,16.9
Brazil,251,351,Others,1.63,3991,18.53
Brazil,265,359,Others,1.67,4350,20.2
Brazil,279,372,Others,1.73,4722,21.93
Brazil,293,479,Others,2.22,5201,24.15
Brazil,307,650,Others,3.02,5851,27.17
Brazil,321,794,Others,3.69,6645,30.86
Brazil,335,651,Others,3.02,7296,33.88
Brazil,349,735,Others,3.41,8031,37.29
Brazil,363,1310,Others,6.08,9341,43.37
Brazil,377,1227,Others,5.7,10568,49.07
Brazil,391,1464,Others,6.8,12032,55.87
Brazil,405,1947,Gamma,9.04,13979,64.91
Brazil,419,2278,Gamma,10.58,16257,75.49
Brazil,433,3129,Gamma,14.53,19386,90.02
Brazil,447,3840,Gamma,17.83,23226,107.85
Brazil,461,4010,Gamma,18.62,27236,126.47
Brazil,475,3897,Gamma,18.1,31133,144.57
Brazil,489,4418,Gamma,20.52,35551,165.09
Brazil,503,5239,Gamma,24.33,40790,189.42
Brazil,517,5628,Gamma,26.14,46418,215.56
Brazil,531,5881,Gamma,27.31,52299,242.87
Brazil,545,5674,Gamma,26.35,57973,269.22
Brazil,559,5425,Gamma,25.2,63398,294.42
Brazil,573,6382,Gamma,29.64,69780,324.06
Brazil,587,5679,Delta,26.38,75459,350.44
Brazil,601,6980,Delta,32.42,82439,382.86
Brazil,615,4872,Delta,22.63,87311,405.49
Brazil,629,6070,Delta,28.19,93381,433.68
Brazil,643,4266,Delta,19.81,97647,453.49
Brazil,657,4319,Delta,20.06,101966,473.55
Brazil,671,4675,Delta,21.71,106641,495.26
Brazil,685,3952,Delta,18.35,110593,513.61
Brazil,699,2901,Delta,13.47,113494,527.08
Brazil,713,3940,Omicron (BA.1),18.3,117434,545.38
Brazil,727,13032,Omicron (BA.1),60.53,130466,605.91
